Number,Volcano Name,Country,Latitude,Longitude,Elevation (m)
1502-021,Atacazo,Ecuador,-0.353,-78.617,4463.0
1502-006,Cayambe,Ecuador,0.029,-77.986,5790.0
1502-022,Chacana,Ecuador,-0.375,-78.25,4643.0
1502-002,Chachimbiro,Ecuador,0.468,-78.287,4106.0
1502-071,Chimborazo,Ecuador,-1.464,-78.815,6310.0
1502-05=,Cotopaxi,Ecuador,-0.677,-78.436,5911.0
1502-003,Cuicocha,Ecuador,0.308,-78.364,3246.0
1502-02=,Guagua Pichincha,Ecuador,-0.171,-78.598,4784.0
1502-041,Illiniza,Ecuador,-0.659,-78.714,5248.0
1502-004,Imbabura,Ecuador,0.258,-78.183,4609.0
1502-081,Licto,Ecuador,-1.78,-78.613,3336.0
1502-005,Mojanda,Ecuador,0.13,-78.27,4263.0
1502-011,Pululahua,Ecuador,0.038,-78.463,3356.0
1502-06=,Quilotoa,Ecuador,-0.85,-78.9,3914.0
1502-01=,Reventador,Ecuador,-0.077,-77.656,3562.0
1502-09=,Sangay,Ecuador,-2.005,-78.341,5286.0
1502-001,Soche,Ecuador,0.552,-77.58,3955.0
1502-04=,Sumaco,Ecuador,-0.538,-77.626,3990.0
1502-08=,Tungurahua,Ecuador,-1.467,-78.442,5023.0
1503-04=,Alcedo,Ecuador,-0.43,-91.12,1130.0
1503-06=,"Azul, Cerro",Ecuador,-0.92,-91.408,1640.0
1503-03=,Darwin,Ecuador,-0.18,-91.28,1330.0
1503-011,Ecuador,Ecuador,-0.02,-91.546,790.0
1503-01=,Fernandina,Ecuador,-0.37,-91.55,1476.0
1503-081,Genovesa,Ecuador,0.32,-89.958,64.0
1503-08=,Marchena,Ecuador,0.33,-90.47,343.0
1503-05=,"Negra, Sierra",Ecuador,-0.83,-91.17,1124.0
1503-07=,Pinta,Ecuador,0.58,-90.75,780.0
1503-12-,San Cristobal,Ecuador,-0.88,-89.5,759.0
1503-091,Santa Cruz,Ecuador,-0.62,-90.33,864.0
1503-09=,Santiago,Ecuador,-0.22,-90.77,920.0
1503-02=,Wolf,Ecuador,0.02,-91.35,1710.0
1504-004,Andahua-Orcopampa,Peru,-15.42,-72.33,4713.0
1504-001,"Auquihuato, Cerro",Peru,-15.07,-73.18,4980.0
1504-06-,"Casiri, Nevados",Peru,-17.47,-69.813,5650.0
1504-007,"Chachani, Nevado",Peru,-16.191,-71.53,6057.0
1504-003,Coropuna,Peru,-15.52,-72.65,6377.0
1504-005,Huambo,Peru,-15.83,-72.13,4550.0
1504-03=,Huaynaputina,Peru,-16.608,-70.85,4850.0
1504-01=,"Misti, El",Peru,-16.294,-71.409,5822.0
1504-008,"Nicholson, Cerro",Peru,-16.261,-71.754,2525.0
1504-00-,Quimsachata,Peru,-14.176,-71.351,3693.0
1504-006,Sabancaya,Peru,-15.787,-71.857,5960.0
1504-002,Sara Sara,Peru,-15.33,-73.45,5522.0
1504-031,Ticsani,Peru,-16.755,-70.595,5408.0
1504-04=,Tutupaca,Peru,-17.026,-70.372,5801.0
1504-02=,Ubinas,Peru,-16.355,-70.903,5672.0
1504-05-,Yucamane,Peru,-17.184,-70.196,5495.0
0705-11-,Tengchong,China,25.23,98.5,2865.0
0704-03=,Babuyan Claro,Philippines,19.523,121.94,1080.0
0704-01=,Camiguin de Babuyanes,Philippines,18.83,121.86,712.0
0704-02=,Didicas,Philippines,19.077,122.202,228.0
0704-06-,Iraya,Philippines,20.469,122.01,1009.0
0704-04=,Smith Volcano,Philippines,19.523,121.94,2090.0
0704-05=,Unnamed,Philippines,20.33,121.75,-24.0
0703-088,Ambalatungan Group,Philippines,17.32,121.1,2329.0
0703-085,Amorong,Philippines,15.828,120.805,376.0
0703-084,Arayat,Philippines,15.2,120.742,1026.0
0703-05=,Banahaw,Philippines,14.07,121.48,2158.0
0703-01=,Bulusan,Philippines,12.769,124.056,1535.0
0703-09=,Cagua,Philippines,18.222,122.123,1133.0
0703-041,Iriga,Philippines,13.458,123.451,1138.0
0703-042,Isarog,Philippines,13.658,123.38,1966.0
0703-08=,Laguna Caldera,Philippines,14.42,121.27,743.0
0703-04=,Malinao,Philippines,13.422,123.597,1548.0
0703-044,Malindig,Philippines,13.24,122.018,1157.0
0703-081,Mariveles,Philippines,14.527,120.482,1388.0
0703-031,Masaraga,Philippines,13.32,123.6,1328.0
0703-03=,Mayon,Philippines,13.257,123.685,2462.0
0703-082,Natib,Philippines,14.72,120.4,1253.0
0703-087,Patoc,Philippines,17.147,120.98,1865.0
0703-083,Pinatubo,Philippines,15.13,120.35,1486.0
0703-02=,Pocdol Mountains,Philippines,13.05,123.958,1102.0
0703-06=,San Pablo Volcanic Field,Philippines,14.12,121.3,1090.0
0703-086,Santo Tomas,Philippines,16.33,120.55,2260.0
0703-07=,Taal,Philippines,14.002,120.993,311.0
0701-03=,Apo,Philippines,6.989,125.269,2938.0
0701-072,Balatocan,Philippines,8.8,124.92,2450.0
0701-01=,Balut,Philippines,5.4,125.375,862.0
0701-08=,Camiguin,Philippines,9.203,124.673,1552.0
0701-061,Kalatungan,Philippines,7.95,124.8,2824.0
0701-05=,Latukan,Philippines,7.65,124.47,2338.0
0701-031,Leonard Range,Philippines,7.382,126.047,1080.0
0701-04=,Makaturing,Philippines,7.644,124.317,1818.0
0701-071,Malindang,Philippines,8.22,123.63,2404.0
0701-02=,Matutum,Philippines,6.37,125.07,2286.0
0701-07=,Musuan,Philippines,7.877,125.068,646.0
0701-09-,Paco,Philippines,9.593,125.52,524.0
0701-011,Parker,Philippines,6.113,124.892,1824.0
0701-06=,Ragang,Philippines,7.691,124.507,2790.0
0702-08=,Biliran,Philippines,11.523,124.535,1301.0
0702-05=,Cabalían,Philippines,10.285,125.218,912.0
0702-01=,Cuernos de Negros,Philippines,9.25,123.17,1862.0
0702-02=,Kanlaon,Philippines,10.412,123.132,2435.0
0702-07=,Mahagnao,Philippines,10.882,124.888,860.0
0702-03=,Mandalagan,Philippines,10.65,123.25,1885.0
0702-04=,Silay,Philippines,10.77,123.23,1510.0
0705-001,Hainan Volcanic Field,China,19.905,110.229,196.0
0705-01-,Leizhou Bandao,China,20.83,109.78,259.0
0705-09-,Lower Chindwin,Myanmar,22.28,95.1,385.0
0705-08-,Popa,Myanmar,20.92,95.25,1518.0
0705-10-,Singu Plateau,Myanmar,22.7,95.98,507.0
0705-05-,Bas Dong Nai,Vietnam,10.8,107.2,392.0
0705-06-,"Cendres, Ile des",Vietnam,10.158,109.014,-20.0
0705-04-,Haut Dong Nai,Vietnam,11.6,108.2,1000.0
0705-02-,Ly Son Group,Vietnam,15.38,109.12,157.0
0705-03-,Toroeng Prong,Vietnam,14.93,108.0,800.0
0705-07-,Veteran,Vietnam,9.83,109.05,-50.0
0700-01=,Bud Dajo,Philippines,5.95,121.07,440.0
0405-02-,Koro,Fiji,-17.32,179.4,522.0
0405-01-,Taveuni,Fiji,-16.82,-179.97,1241.0
0405-03-,Nabukelevu,Tonga,-19.12,177.98,805.0
0402-02=,Brimstone Island,New Zealand,-30.23,-178.92,-2000.0
0402-01=,Curtis Island,New Zealand,-30.543,-178.556,47.0
0402-022,Giggenbach,New Zealand,-30.036,-178.712,-65.0
0402-021,Macauley,New Zealand,-30.21,-178.475,238.0
0402-05-,Monowai,New Zealand,-25.887,-177.188,-132.0
0402-03=,Raoul Island,New Zealand,-29.27,-177.92,516.0
0402-04=,Unnamed,New Zealand,-29.18,-177.87,-560.0
0402-001,Wright,New Zealand,-31.85,-179.18,-900.0
0401-02=,Auckland Volcanic Field,New Zealand,-36.9,174.87,260.0
0401-15-,Brothers,New Zealand,-34.875,179.075,-1350.0
0401-101,Clark,New Zealand,-36.446,177.839,-860.0
0401-14-,Healy,New Zealand,-35.004,178.973,-980.0
0401-01=,Kaikohe-Bay of Islands,New Zealand,-35.3,173.9,388.0
0401-061,Maroa,New Zealand,-38.42,176.08,897.0
0401-021,Mayor Island,New Zealand,-37.28,176.25,355.0
0401-09=,Ngauruhoe,New Zealand,-39.158,175.63,2291.0
0401-05=,Okataina,New Zealand,-38.12,176.5,1111.0
0401-06-,Reporoa,New Zealand,-38.42,176.33,592.0
0401-10=,Ruapehu,New Zealand,-39.28,175.57,2797.0
0401-131,Rumble II West,New Zealand,-35.353,178.527,-1200.0
0401-13-,Rumble III,New Zealand,-35.745,178.478,-220.0
0401-12-,Rumble IV,New Zealand,-36.13,178.05,-500.0
0401-11-,Rumble V,New Zealand,-36.142,178.196,-400.0
0401-102,Tangaroa,New Zealand,-36.321,178.028,-600.0
0401-03=,Taranaki,New Zealand,-39.3,174.07,2518.0
0401-07=,Taupo,New Zealand,-38.82,176.0,760.0
0401-08=,Tongariro,New Zealand,-39.157,175.632,1978.0
0401-04=,Whakaari/White Island,New Zealand,-37.52,177.18,294.0
0401-011,Whangarei,New Zealand,-35.75,174.27,397.0
0404-02-,Tutuila,American Samoa,-14.295,-170.7,653.0
0404-04=,Savai'i,Samoa,-13.612,-172.525,1858.0
0404-03-,Upolu,Samoa,-13.935,-171.72,1100.0
0404-01=,Ofu-Olosega,United States,-14.175,-169.618,639.0
0404-001,Ta'u,United States,-14.23,-169.454,931.0
0404-00-,Vailulu'u,United States,-14.215,-169.058,-592.0
0404-05-,Wallis Islands,Wallis & Futuna,-13.3,-176.17,143.0
0403-102,Curacoa,Tonga,-15.62,-173.67,-33.0
0403-05=,Fonuafo'ou,Tonga,-20.32,-175.42,-17.0
0403-10=,Fonualei,Tonga,-18.023,-174.317,188.0
0403-08=,Home Reef,Tonga,-18.992,-174.775,-10.0
0403-04=,Hunga Tonga-Hunga Ha'apai,Tonga,-20.536,-175.382,114.0
0403-061,Kao,Tonga,-19.668,-175.016,1009.0
0403-09=,Late,Tonga,-18.806,-174.65,540.0
0403-07=,Lateiki,Tonga,-19.18,-174.87,43.0
0403-11=,Niuafo'ou,Tonga,-15.6,-175.63,260.0
0403-101,Tafahi,Tonga,-15.85,-173.72,560.0
0403-12-,Tafu-Maka,Tonga,-15.37,-174.23,-1400.0
0403-06=,Tofua,Tonga,-19.75,-175.07,515.0
0403-02=,Unnamed,Tonga,-21.07,-175.33,0.0
0403-01=,Unnamed,Tonga,-21.338,-175.65,-68.0
0403-03=,Unnamed,Tonga,-20.852,-175.55,-296.0
0403-001,Unnamed,Tonga,-24.8,-177.02,-385.0
0403-011,Unnamed,Tonga,-21.15,-175.75,-65.0
0403-091,Unnamed,Tonga,-18.325,-174.365,-40.0
0403-13-,West Mata,Tonga,-15.1,-173.75,-1174.0
0302-06-,Dacht-I-Navar Group,Afghanistan,33.95,67.92,3800.0
0302-07-,Vakak Group,Afghanistan,34.25,67.97,3190.0
0302-14-,Ormus Islands,Indian Ocean,26.0,57.0,0.0
0301-15-,Unnamed,Indian Ocean,12.25,45.0,0.0
0301-09-,"Arhab, Harra of",Yemen,15.63,44.08,3100.0
0301-17-,"Bal Haf, Harra of",Yemen,14.067,48.3,604.0
0301-18-,Bir Borhut,Yemen,15.515,50.935,464.0
0301-12-,"Dhamar, Harras of",Yemen,14.57,44.67,3500.0
0301-11-,"Haylan, Jabal",Yemen,15.4,45.1,1550.0
0301-10-,"Marha, Jabal el-",Yemen,15.245,44.236,2506.0
0301-16-,"Sawad, Harra Es-",Yemen,13.58,46.12,1737.0
0301-072,"Birk, Harrat al",Saudi Arabia,18.37,41.63,587.0
0301-001,Harrat Ash Shamah,Saudi Arabia,32.333,37.583,1100.0
0301-05=,"Ithnayn, Harrat",Saudi Arabia,26.58,40.2,1625.0
0301-06=,"Khaybar, Harrat",Saudi Arabia,25.0,39.92,2093.0
0301-071,"Kishb, Harrat",Saudi Arabia,22.8,41.38,1475.0
0301-04-,"Lunayyir, Harrat",Saudi Arabia,25.17,37.75,1370.0
0301-01=,"Rahah, Harrat ar",Saudi Arabia,27.8,36.17,1950.0
0301-07=,"Rahat, Harrat",Saudi Arabia,23.08,39.78,1744.0
0301-02=,"Uwayrid, Harrat",Saudi Arabia,27.08,37.25,1920.0
0301-08-,"Yar, Jabal",Saudi Arabia,17.05,42.83,305.0
0305-01=,Unnamed,Indian Ocean,11.75,80.75,0.0
0304-03-,"Est, Ile de l'",French Southern & Antarctic Lands,-46.43,52.2,1090.0
0304-02=,Kerguelen Islands,French Southern & Antarctic Lands,-49.58,69.5,1840.0
0304-01=,Heard,Heard I. & McDonald Is.,-53.106,73.513,2745.0
0304-001,Amsterdam Island,Indian Ocean,-37.83,77.52,881.0
0304-05-,"Cochons, Ile Aux",Indian Ocean,-46.1,50.23,775.0
0304-011,McDonald Islands,Indian Ocean,-53.03,72.6,230.0
0304-04-,"Possession, Ile de la",Indian Ocean,-46.42,51.75,934.0
0304-06-,Prince Edward Island,Indian Ocean,-46.63,37.95,672.0
0304-002,St. Paul,Indian Ocean,-38.72,77.53,268.0
0304-07-,Marion Island,South Africa,-46.9,37.75,1230.0
0303-001,"Grille, La",Comoros,-11.47,43.33,1087.0
0303-01=,Karthala,Comoros,-11.75,43.38,2361.0
0303-02=,"Fournaise, Piton de la",Reunion,-21.244,55.708,2632.0
0304-00-,Boomerang Seamount,Antarctica,-37.721,77.825,-650.0
0302-03-,Bazman,Iran,28.07,60.0,3490.0
0302-01-,Damavand,Iran,35.951,52.109,5670.0
0302-04-,Kuh-e Nader,Iran,28.17,60.67,1500.0
0302-02-,Qal'eh Hasan Ali,Iran,29.4,57.57,0.0
0302-002,Sabalan,Iran,38.268,47.835,4784.0
0302-001,Sahand,Iran,37.75,46.43,3707.0
0302-05-,Taftan,Iran,28.6,61.13,3940.0
0302-00-,Unnamed,Iran,39.25,45.167,
0303-011,Ambre-Bobaomby,Madagascar,-12.6,49.15,1475.0
0303-013,Ankaizina Field,Madagascar,-14.3,48.67,2878.0
0303-014,Itasy Volcanic Field,Madagascar,-19.033,46.7,1800.0
0303-012,Nosy-Be,Madagascar,-13.32,48.48,214.0
0303-015,Vakinankaratra,Madagascar,-19.85,46.942,2644.0
0300-05-,Es Safa,Syria,33.08,37.15,979.0
0300-01-,Sharat Kovakab,Syria,36.536,40.858,516.0
0300-06-,Unnamed,Syria,32.658,36.425,1436.0
0300-03-,Unnamed,Syria,33.308,36.925,945.0
0300-02-,Unnamed,Syria,36.67,37.0,0.0
0300-04-,Unnamed,Syria,33.15,36.258,1197.0
1405-033,Arenal,Costa Rica,10.463,-84.703,1670.0
1405-05=,Barva,Costa Rica,10.135,-84.1,2906.0
1405-06=,Irazu,Costa Rica,9.979,-83.852,3432.0
1405-03=,Miravalles,Costa Rica,10.748,-85.153,2028.0
1405-01=,Orosi,Costa Rica,10.98,-85.473,1659.0
1405-034,Platanar,Costa Rica,10.3,-84.366,2267.0
1405-04=,Poas,Costa Rica,10.2,-84.233,2708.0
1405-02=,Rincon de la Vieja,Costa Rica,10.83,-85.324,1916.0
1405-031,Tenorio,Costa Rica,10.673,-85.015,1916.0
1405-07=,Turrialba,Costa Rica,10.025,-83.767,3340.0
1403-01=,Apaneca Range,El Salvador,13.891,-89.786,2036.0
1403-071,Apastepeque Field,El Salvador,13.72,-88.77,700.0
1403-101,"Aramuaca, Laguna",El Salvador,13.428,-88.105,181.0
1403-09=,Chinameca,El Salvador,13.478,-88.33,1300.0
1403-051,"Cinotepeque, Cerro",El Salvador,14.02,-89.25,665.0
1403-041,Coatepeque Caldera,El Salvador,13.87,-89.55,746.0
1403-11=,Conchagua,El Salvador,13.277,-87.853,1250.0
1403-12=,Conchaguita,El Salvador,13.22,-87.765,550.0
1403-052,Guazapa,El Salvador,13.9,-89.12,1438.0
1403-06=,Ilopango,El Salvador,13.672,-89.053,450.0
1403-03=,Izalco,El Salvador,13.813,-89.633,1950.0
1403-001,San Diego,El Salvador,14.27,-89.48,781.0
1403-04=,San Marcelino,El Salvador,13.853,-89.63,2381.0
1403-10=,San Miguel,El Salvador,13.434,-88.269,2130.0
1403-05=,San Salvador,El Salvador,13.734,-89.294,1893.0
1403-07=,San Vicente,El Salvador,13.595,-88.837,2182.0
1403-02=,Santa Ana,El Salvador,13.853,-89.63,2381.0
1403-002,"Singuil, Cerro",El Salvador,14.054,-89.631,926.0
1403-072,Taburete,El Salvador,13.435,-88.532,1172.0
1403-08=,Tecapa,El Salvador,13.494,-88.502,1593.0
1403-082,"Tigre, El",El Salvador,13.47,-88.43,1640.0
1403-081,Usulutan,El Salvador,13.419,-88.471,1449.0
1402-08=,Acatenango,Guatemala,14.501,-90.876,3976.0
1402-10=,Agua,Guatemala,14.465,-90.743,3760.0
1402-04=,Almolonga,Guatemala,14.797,-91.519,3173.0
1402-06=,Atitlan,Guatemala,14.583,-91.186,3535.0
1402-15-,Chingo,Guatemala,14.12,-89.73,1775.0
1402-20-,Chiquimula Volcanic Field,Guatemala,14.83,-89.55,1192.0
1402-111,Cuilapa-Barbarena,Guatemala,14.33,-90.4,1454.0
1402-14-,Flores,Guatemala,14.308,-89.992,1600.0
1402-09=,Fuego,Guatemala,14.473,-90.88,3763.0
1402-19-,Ipala,Guatemala,14.55,-89.63,1650.0
1402-18-,Ixtepeque,Guatemala,14.42,-89.68,1292.0
1402-121,Jumaytepeque,Guatemala,14.34,-90.271,1802.0
1402-13-,Moyuta,Guatemala,14.03,-90.1,1662.0
1402-11=,Pacaya,Guatemala,14.382,-90.601,2569.0
1402-21-,Quezaltepeque,Guatemala,14.57,-89.45,1200.0
1402-03=,Santa Maria,Guatemala,14.757,-91.552,3745.0
1402-16-,"Santiago, Cerro",Guatemala,14.33,-89.87,1192.0
1402-17-,Suchitan,Guatemala,14.4,-89.78,2042.0
1402-141,Tahual,Guatemala,14.43,-89.9,1716.0
1402-02=,Tajumulco,Guatemala,15.043,-91.903,4203.0
1402-12=,Tecuamburro,Guatemala,14.156,-90.407,1845.0
1402-07=,Toliman,Guatemala,14.612,-91.189,3158.0
1403-13-,"Tigre, Isla El",Honduras,13.272,-87.641,783.0
1403-16-,Utila Island,Honduras,16.1,-86.9,74.0
1403-15-,"Yojoa, Lago",Honduras,14.964,-87.983,1060.0
1403-14-,"Zacate Grande, Isla",Honduras,13.33,-87.63,640.0
1401-094,"Atlixcos, Los",Mexico,19.809,-96.526,800.0
1401-03=,Ceboruco,Mexico,21.125,-104.508,2280.0
1401-08=,Chichinautzin,Mexico,19.08,-99.13,3930.0
1401-12=,"Chichon, El",Mexico,17.36,-93.228,1150.0
1401-096,Cofre de Perote,Mexico,19.492,-97.15,4282.0
1401-04=,Colima,Mexico,19.514,-103.62,3850.0
1401-012,Comondu-La Purisima,Mexico,26.0,-111.92,780.0
1401-005,Coronado,Mexico,29.08,-113.513,440.0
1401-098,"Cumbres,  Las",Mexico,19.15,-97.27,3940.0
1401-022,Durango Volcanic Field,Mexico,24.15,-104.45,2075.0
1401-097,"Gloria, La",Mexico,19.33,-97.25,3500.0
1401-006,Guadalupe,Mexico,29.07,-118.28,1100.0
1401-093,"Humeros, Los",Mexico,19.68,-97.45,3150.0
1401-023,"Isabel, Isla",Mexico,21.848,-105.886,95.0
1401-082,Iztaccihuatl,Mexico,19.179,-98.642,5230.0
1401-004,Jaraguay Volcanic Field,Mexico,29.33,-114.5,960.0
1401-062,Jocotitlan,Mexico,19.73,-99.758,3900.0
1401-091,"Malinche, La",Mexico,19.231,-98.032,4461.0
1401-031,Mascota Volcanic Field,Mexico,20.62,-104.83,2560.0
1401-06=,Michoacan-Guanajuato,Mexico,19.85,-101.75,3860.0
1401-095,Naolinco Volcanic Field,Mexico,19.67,-96.75,2000.0
1401-10=,"Orizaba, Pico de",Mexico,19.03,-97.27,5564.0
1401-081,Papayo,Mexico,19.308,-98.7,3600.0
1401-05=,Paricutin Volcanic Field,Mexico,19.48,-102.25,3860.0
1401-001,Pinacate,Mexico,31.772,-113.498,1200.0
1401-09=,Popocatepetl,Mexico,19.023,-98.622,5393.0
1401-00-,"Prieto, Cerro",Mexico,32.418,-115.305,223.0
1401-007,San Borja Volcanic Field,Mexico,28.5,-113.75,1360.0
1401-003,"San Luis, Isla",Mexico,29.97,-114.4,180.0
1401-11=,San Martin,Mexico,18.57,-95.2,1650.0
1401-002,San Quintin Volcanic Field,Mexico,30.468,-115.996,260.0
1401-024,Sanganguey,Mexico,21.45,-104.73,2340.0
1401-092,Serdan-Oriental,Mexico,19.27,-97.47,3485.0
1401-13=,Tacana,Mexico,15.132,-92.109,4064.0
1401-07-,"Toluca, Nevado de",Mexico,19.108,-99.758,4680.0
1401-011,"Tortuga, Isla",Mexico,27.438,-111.881,224.0
1401-01=,Tres Virgenes,Mexico,27.47,-112.591,1934.0
1401-008,Unnamed,Mexico,28.0,-115.0,0.0
1401-061,Zitacuaro-Valle de Bravo,Mexico,19.4,-100.25,3500.0
1401-02=,Barcena,Mexico,19.3,-110.82,332.0
1401-021,Socorro,Mexico,18.78,-110.95,1050.0
1404-091,Apoyeque,Nicaragua,12.242,-86.342,518.0
1404-14-,"Azul, Volcan",Nicaragua,12.53,-83.87,201.0
1404-132,"Ciguatepe, Cerro El",Nicaragua,12.53,-86.142,603.0
1404-12=,Concepcion,Nicaragua,11.538,-85.622,1700.0
1404-01=,Cosiguina,Nicaragua,12.98,-87.57,872.0
1404-131,Esteli,Nicaragua,13.17,-86.4,899.0
1404-101,Granada,Nicaragua,11.92,-85.98,300.0
1404-133,"Lajas, Las",Nicaragua,12.3,-85.73,926.0
1404-13-,Maderas,Nicaragua,11.446,-85.515,1394.0
1404-10=,Masaya,Nicaragua,11.985,-86.165,594.0
1404-11=,Mombacho,Nicaragua,11.826,-85.968,1344.0
1404-09=,Momotombo,Nicaragua,12.423,-86.539,1270.0
1404-07=,"Negro, Cerro",Nicaragua,12.506,-86.702,728.0
1404-092,Nejapa-Miraflores,Nicaragua,12.12,-86.32,360.0
1404-08=,"Pilas, Las",Nicaragua,12.495,-86.688,1088.0
1404-06-,Rota,Nicaragua,12.55,-86.75,832.0
1404-02=,San Cristobal,Nicaragua,12.702,-87.004,1745.0
1404-04=,Telica,Nicaragua,12.606,-86.84,1036.0
1404-111,Zapatera,Nicaragua,11.73,-85.82,629.0
1406-01-,Baru,Panama,8.808,-82.543,3474.0
1406-03-,"Valle, El",Panama,8.58,-80.17,1185.0
0104-06-,Aragats,Armenia,40.53,44.2,4095.0
0104-07-,Ghegam Volcanic Ridge,Armenia,40.283,45.0,3597.0
0104-09-,Porak,Armenia,40.028,45.74,3029.0
0104-10-,Tskhouk-Karckar,Armenia,39.742,45.992,3139.0
0104-08-,Vaiyots-Sar,Armenia,39.797,45.497,2575.0
0100-02-,Chaine des Puys,France,45.775,2.97,1464.0
0104-03-,Kabargin Oth Group,Georgia,42.55,44.0,3650.0
0104-02-,Kazbek,Georgia,42.7,44.5,5050.0
0104-05-,Samsari Volcanic Center,Georgia,41.542,43.7,3290.0
0104-04-,Unnamed,Georgia,42.45,44.25,3750.0
0100-01-,West Eifel Volcanic Field,Germany,50.17,6.85,600.0
0102-02=,Methana,Greece,37.615,23.336,760.0
0102-03=,Milos,Greece,36.699,24.439,751.0
0102-05=,Nisyros,Greece,36.586,27.16,698.0
0102-04=,Santorini,Greece,36.404,25.396,367.0
0102-051,Yali,Greece,36.671,27.14,180.0
0101-01=,Campi Flegrei,Italy,40.827,14.139,458.0
0101-07=,Campi Flegrei del Mar di Sicilia,Italy,37.1,12.7,-8.0
0101-004,Colli Albani,Italy,41.73,12.7,949.0
0101-06=,Etna,Italy,37.748,14.999,3320.0
0101-03=,Ischia,Italy,40.73,13.897,789.0
0101-001,Larderello,Italy,43.25,10.87,500.0
0101-042,Lipari,Italy,38.49,14.933,590.0
0101-031,Palinuro,Italy,39.48,14.83,-70.0
0101-041,Panarea,Italy,38.638,15.064,399.0
0101-071,Pantelleria,Italy,36.77,12.02,836.0
0101-04=,Stromboli,Italy,38.789,15.213,924.0
0101-02=,Vesuvius,Italy,40.821,14.426,1281.0
0101-05=,Vulcano,Italy,38.404,14.962,500.0
0101-003,Vulsini,Italy,42.6,11.93,800.0
0104-01-,Elbrus,Russia,43.351,42.442,5642.0
0100-04-,Calatrava Volcanic Field,Spain,38.87,-4.02,1117.0
0100-03-,Olot Volcanic Field,Spain,42.17,2.53,893.0
0103-004,Acigol-Nevsehir,Turkey,38.537,34.621,1683.0
0103-04-,Ararat,Turkey,39.7,44.3,5165.0
0103-01=,Erciyes Dagi,Turkey,38.531,35.447,3864.0
0103-022,Girekol,Turkey,39.17,43.33,0.0
0103-003,Gollu Dag,Turkey,38.25,34.57,2143.0
0103-002,Hasan Dagi,Turkey,38.13,34.17,3253.0
0103-011,Karaca Dag,Turkey,37.67,39.83,1957.0
0103-001,Karapinar Field,Turkey,37.667,33.6,1302.0
0103-05-,Kars Plateau,Turkey,40.75,42.9,3000.0
0103-00-,Kula,Turkey,38.58,28.52,750.0
0103-02=,Nemrut Dagi,Turkey,38.654,42.229,2948.0
0103-021,Suphan Dagi,Turkey,38.92,42.82,4434.0
0103-03=,Tenduruk Dagi,Turkey,39.356,43.874,3514.0
0900-39=,Alaid,Russia,50.861,155.565,2285.0
0900-04=,Berutarubesan [Berutarube],Russia,44.462,146.932,1221.0
0900-03=,Chachadake [Tiatia],Russia,44.353,146.252,1822.0
0900-36=,Chikurachki,Russia,50.324,155.461,1781.0
0900-26=,Chirinkotan,Russia,48.98,153.48,724.0
0900-09=,Chirippusan [Chirip],Russia,45.338,147.92,1587.0
0900-15=,Chirpoi,Russia,46.532,150.871,742.0
0900-38=,Ebeko,Russia,50.686,156.014,1103.0
0900-27=,Ekarma,Russia,48.958,153.93,1170.0
0900-05=,Etorofu-Atosanupuri [Atosanupuri],Russia,44.808,147.131,1206.0
0900-07=,Etorofu-Yakeyama [Grozny Group],Russia,45.012,147.871,1158.0
0900-34=,Fuss Peak,Russia,50.267,155.246,1742.0
0900-17=,Goriaschaia Sopka,Russia,46.83,151.75,891.0
0900-111,Ivao Group,Russia,45.77,149.68,1426.0
0900-35=,Karpinsky Group,Russia,50.148,155.373,1326.0
0900-20=,Ketoi,Russia,47.35,152.475,1172.0
0900-30=,Kharimkotan,Russia,49.12,154.508,1145.0
0900-12=,Kolokol Group,Russia,46.042,150.083,1328.0
0900-351,Lomonosov Group,Russia,50.25,155.43,1681.0
0900-161,Milna,Russia,46.815,151.786,1504.0
0900-041,Moekeshiwan [Lvinaya Past],Russia,44.608,146.994,528.0
0900-10=,Moyorodake [Medvezhia],Russia,45.389,148.838,1124.0
0900-32=,Nemo Peak,Russia,49.57,154.808,1018.0
0900-06-,Nishihitokappuyama [Bogatyr Ridge],Russia,44.833,147.342,1634.0
0900-19=,Prevo Peak,Russia,47.02,152.12,1360.0
0900-25=,Raikoke,Russia,48.292,153.25,551.0
0900-11-,Rakkibetsudake [Demon],Russia,45.5,148.85,1205.0
0900-22=,Rasshua,Russia,47.77,153.02,956.0
0900-02=,Raususan [Mendeleev],Russia,43.979,145.733,882.0
0900-091,Rucharuyama [Golets-Tornyi Group],Russia,45.25,148.35,442.0
0900-112,Rudakov,Russia,45.874,149.819,532.0
0900-021,Ruruidake [Smirnov],Russia,44.454,146.139,1486.0
0900-24=,Sarychev Peak,Russia,48.092,153.2,1496.0
0900-08=,Sashiusudake [Baransky],Russia,45.1,148.019,1125.0
0900-331,Shirinki,Russia,50.2,154.98,761.0
0900-29=,Sinarka,Russia,48.873,154.182,911.0
0900-211,Srednii,Russia,47.6,152.92,36.0
0900-31=,Tao-Rusyr Caldera,Russia,49.35,154.7,1325.0
0900-01=,Tomariyama [Golovnin],Russia,43.844,145.504,535.0
0900-113,Tri Sestry,Russia,45.93,149.92,998.0
0900-16-,Unnamed,Russia,46.47,151.28,-502.0
0900-13-,Unnamed,Russia,46.1,150.5,-100.0
0900-061,Unnamed,Russia,45.022,147.019,-195.0
0900-23=,Unnamed,Russia,48.08,153.33,-150.0
